# index, _pos
646,"array([3.12961851, 2.52880911])"
647,"array([3.60041495, 2.708528  ])"
648,"array([3.33926128, 1.94452128])"
649,"array([3.08807076, 1.91036941])"
650,"array([3.92730358, 1.35912   ])"
651,"array([3.27203999, 2.09271289])"
652,"array([4.04784925, 1.9807588 ])"
653,"array([4.25184245, 1.99219961])"
654,"array([3.88871002, 1.63353565])"
655,"array([2.97758901, 0.07691317])"
656,"array([3.43432286, 2.15786178])"
657,"array([4.05031608, 2.02513334])"
658,"array([4.24689336, 2.06166053])"
659,"array([3.74957057, 1.55061341])"
660,"array([3.82031488, 1.67033775])"
661,"array([3.25405174, 1.6630457 ])"
662,"array([3.49473256, 1.81064266])"
663,"array([3.65866194, 1.64531319])"
664,"array([3.68435666, 1.6511636 ])"
665,"array([3.98373266, 1.87473357])"
666,"array([5.40180442, 1.47702478])"
667,"array([5.41602392, 1.54221593])"
668,"array([3.47514126, 2.39239033])"
669,"array([4.13411401, 1.73037834])"
670,"array([3.42322099, 2.26699987])"
671,"array([3.776535  , 1.57447626])"
672,"array([3.90245623, 2.00002535])"
673,"array([2.23042814, 3.28140074])"
674,"array([3.55497463, 1.57246955])"
675,"array([3.38119217, 1.85156806])"
676,"array([3.81487859, 1.77530692])"
677,"array([1.68264888, 2.30887053])"
678,"array([3.72175069, 2.65239479])"
679,"array([3.92809591, 2.01514183])"
680,"array([3.30321484, 1.87860613])"
681,"array([3.39787221, 1.63256096])"
682,"array([3.2766287 , 1.41386346])"
683,"array([3.23170515, 2.06236701])"
684,"array([3.80678287, 2.21343594])"
685,"array([3.92287697, 2.04718146])"
686,"array([3.83116423, 2.11818431])"
687,"array([3.94517626, 1.40205375])"
688,"array([3.70596144, 1.41009155])"
