# index, _pos
421,"array([0.08799406, 4.86150732])"
422,"array([0.23439238, 4.98639986])"
423,"array([0.28953237, 5.02359601])"
424,"array([0.322324  , 5.02177539])"
425,"array([0.09481827, 4.88450735])"
426,"array([0.21968026, 5.22388806])"
427,"array([0.34865489, 5.05593737])"
428,"array([0.04616169, 4.92259866])"
429,"array([-0.27036036,  4.92207776])"
430,"array([0.02623028, 5.01373557])"
431,"array([-0.18737938,  4.86760905])"
432,"array([-0.10637609,  4.86919486])"
433,"array([-4.25666080e-03,  5.04667703e+00])"
434,"array([-0.22294062,  5.2010428 ])"
435,"array([0.07396956, 4.88127721])"
436,"array([-0.0891725 ,  4.84577861])"
437,"array([-0.06679334,  4.84535206])"
438,"array([-0.08116108,  4.87019064])"
439,"array([-0.213606  ,  4.99921427])"
440,"array([-0.10633992,  5.30288236])"
441,"array([-0.0972258 ,  4.89218021])"
442,"array([-0.06493335,  5.09607787])"
443,"array([1.64147371e-03, 4.98831949e+00])"
444,"array([-0.1038638,  5.0568586])"
445,"array([-0.09825867,  4.82200997])"
446,"array([-0.05809135,  5.17617048])"
447,"array([-0.12495787,  5.12958333])"
448,"array([-0.36519733,  4.91970109])"
449,"array([-0.22078442,  5.06279094])"
450,"array([-0.39031417,  5.08317732])"
451,"array([-0.33791044,  4.88047278])"
452,"array([0.10078058, 5.15026022])"
453,"array([-0.19272468,  5.10045842])"
454,"array([-0.03996017,  4.8426644 ])"
455,"array([-0.04571763,  5.24288526])"
456,"array([-0.08227002,  5.11998031])"
457,"array([-0.13737027,  4.91021163])"
458,"array([-0.37154494,  4.99083992])"
459,"array([-0.12140479,  4.88161926])"
460,"array([-0.07526357,  5.21071702])"
461,"array([-0.11140686,  4.90363559])"
462,"array([-0.09147858,  5.02110283])"
463,"array([-0.13322866,  4.86603265])"
464,"array([-0.04149919,  4.9056453 ])"
465,"array([-0.34885762,  4.93962872])"
466,"array([-0.33415887,  4.96517035])"
467,"array([-0.31747664,  4.9472148 ])"
468,"array([-0.13532779,  5.06949003])"
469,"array([-0.11408445,  5.17562478])"
470,"array([0.04599566, 5.14107738])"
471,"array([-0.17267464,  4.85108787])"
472,"array([-0.15100095,  4.85588283])"
473,"array([-0.19631909,  4.84865243])"
474,"array([-0.17185634,  4.81966386])"
475,"array([-0.14474096,  4.82258591])"
476,"array([-0.1900675 ,  4.89046664])"
477,"array([-0.3410525,  4.9087298])"
478,"array([-0.36205659,  4.96833403])"
479,"array([-0.07944758,  4.82343638])"
480,"array([-0.11834678,  4.82518935])"
481,"array([-0.36233052,  4.89280916])"
482,"array([-0.30062059,  4.90895839])"
483,"array([-0.31800987,  4.92403243])"
484,"array([-0.35240273,  5.0826905 ])"
485,"array([-0.30714368,  5.11300853])"
486,"array([-0.29172158,  4.9322021 ])"
487,"array([-0.37478282,  4.9470492 ])"
488,"array([-0.20019611,  5.32892295])"
489,"array([-0.21256064,  4.90700236])"
490,"array([-0.16110885,  4.83512318])"
491,"array([-0.15974254,  4.8982991 ])"
492,"array([-0.20338348,  5.23794355])"
493,"array([-0.22790806,  4.88808239])"
494,"array([-0.2595419 ,  4.95540935])"
495,"array([-0.19021167,  4.8288037 ])"
496,"array([-0.37384831,  5.01730136])"
497,"array([-0.14980224,  5.18723259])"
498,"array([-0.24546533,  4.90368175])"
499,"array([-0.16259976,  4.87463072])"
500,"array([-0.24538676,  5.03426346])"
501,"array([-0.25126935,  4.99903675])"
502,"array([-0.34851498,  5.10687993])"
503,"array([-0.1643    ,  5.20235526])"
504,"array([-0.27217038,  5.08521772])"
505,"array([-0.16575443,  5.12818652])"
506,"array([-0.3675292 ,  5.06651534])"
507,"array([-0.26968219,  5.12483562])"
508,"array([-0.34154494,  5.16085255])"
509,"array([-0.30950142,  5.14881882])"
510,"array([-0.27545016,  5.0280747 ])"
511,"array([-0.23837548,  5.0681817 ])"
512,"array([-0.25405526,  5.11551863])"
513,"array([-0.23786925,  5.10483045])"
514,"array([-0.27472681,  5.16192556])"
515,"array([-0.28852954,  5.09556162])"
516,"array([-0.25420315,  5.14006283])"
517,"array([-0.17143601,  5.27759853])"
518,"array([-0.16926493,  4.98024635])"
519,"array([-0.23830823,  5.12681762])"
520,"array([-0.24016116,  5.01466228])"
521,"array([-0.33572401,  5.06646902])"
522,"array([-0.35715188,  5.13712245])"
523,"array([-0.26784228,  5.04642183])"
524,"array([-0.28943625,  5.05738698])"
525,"array([-0.20799727,  4.93078426])"
526,"array([-0.37207511,  5.10259536])"
527,"array([-0.29132991,  5.15403152])"
528,"array([-0.30835841,  5.12962334])"
529,"array([-0.39353602,  5.1101703 ])"
530,"array([-0.27326813,  5.14294704])"
531,"array([-0.31426092,  5.06822811])"
532,"array([-0.30703993,  5.05066912])"
533,"array([-0.29854826,  4.95899842])"
534,"array([-0.30524174,  5.09440294])"
535,"array([-0.24247011,  5.19714434])"
536,"array([-0.17330031,  5.14229272])"
537,"array([-0.2894591 ,  5.13309182])"
538,"array([-0.23628385,  5.08449711])"
539,"array([-0.2501438 ,  5.05282259])"
540,"array([0.2345322 , 5.17232254])"
541,"array([-0.17759176,  5.21191344])"
542,"array([-0.25200477,  5.21769232])"
543,"array([-0.14562922,  4.98075229])"
544,"array([0.02814284, 5.06220062])"
545,"array([-0.21071622,  5.04259787])"
546,"array([-0.06605959,  5.19637775])"
547,"array([-0.08885354,  5.05174588])"
548,"array([-0.23407636,  5.21748005])"
549,"array([-0.28539762,  4.97795476])"
550,"array([-0.23670658,  5.25405133])"
551,"array([-0.24349008,  5.23508462])"
552,"array([-0.27405594,  5.18063056])"
553,"array([-0.34003607,  5.28717414])"
554,"array([-0.38833  ,  5.2413986])"
555,"array([-0.2656718,  5.2112617])"
556,"array([-0.30406822,  5.25875909])"
557,"array([-0.30255715,  5.28036547])"
558,"array([-0.27557635,  5.32544063])"
559,"array([-0.27797023,  5.19879516])"
560,"array([-0.31565616,  5.19407341])"
561,"array([-0.30087058,  5.23574949])"
562,"array([-0.27984353,  5.27667665])"
563,"array([-0.17934946,  5.32727213])"
564,"array([-0.25959861,  5.30247236])"
565,"array([-0.17332544,  5.34428118])"
566,"array([-0.14514627,  5.28564809])"
567,"array([-0.35822721,  5.1800352 ])"
568,"array([-0.1063973 ,  5.27808956])"
569,"array([-0.22345971,  5.23646923])"
570,"array([-0.27771558,  5.22549459])"
571,"array([-0.08918855,  4.94876504])"
572,"array([-0.2547955 ,  5.18504093])"
573,"array([-0.22437261,  5.1789984 ])"
